7. Pozisyon;7. Kuvvet
308,645952;3484,34375
308,19681;3439,742676
307,745722;3396,337891
307,296274;3354,010742
306,84614;3312,452637
306,395891;3271,437988
305,946214;3231,628418
305,496424;3192,838867
305,04545;3154,391113
304,596117;3116,709473
304,146097;3079,389648
303,695505;3043,017578
303,246477;3007,599121
302,795885;2972,133301
302,345827;2937,542969
301,896189;2903,499512
301,445749;2870,244629
300,995424;2836,983887
300,546091;2804,687012
300,095728;2772,377441
299,64567;2740,972168
299,196298;2709,48584
298,745401;2678,657227
298,296068;2648,162109
297,845934;2618,138184
297,395532;2588,090332
296,945665;2558,960937
296,496065;2529,803223
296,045549;2500,994141
295,595873;2472,474609
295,145853;2444,23584
294,69507;2416,268555
294,246271;2388,57666
293,795603;2361,105469
293,345506;2333,714844
292,896059;2306,689453
292,445696;2280,261719
291,995371;2253,575684
291,54619;2227,575684
291,095407;2201,324219
290,645502;2175,726562
290,196283;2149,949707
289,745348;2124,621094
289,295481;2099,393066
288,845766;2074,382812
288,395479;2049,494629
287,945688;2024,870483
287,495897;2000,23645
287,045229;1975,854858
286,595629;1951,510376
286,146066;1927,233521
285,69536;1903,345825
285,24576;1879,295288
284,795473;1855,405884
284,345567;1831,993042
283,895967;1808,199341
283,445604;1784,982056
282,995546;1761,453735
282,545908;1738,55188
282,09585;1715,257935
281,645487;1692,432739
281,195886;1669,310181
280,745447;1646,924927
280,295961;1624,274048
279,845712;1602,028687
279,395464;1579,440308
278,945406;1557,181763
278,495653;1534,925415
278,045328;1512,897583
277,595575;1490,528931
277,14586;1468,841675
276,695268;1446,844604
276,245783;1425,046509
275,795381;1403,19104
275,345667;1381,373169
274,895761;1359,603638
274,445474;1338,333618
273,99534;1316,479858
273,545816;1295,234985
273,095529;1273,801392
272,645357;1252,523071
272,196024;1231,227905
271,745432;1210,08606
271,295526;1188,710571
270,845621;1167,891479
270,395639;1146,638306
269,945505;1125,939575
269,49579;1104,802856
269,045351;1084,097534
268,595484;1063,206909
268,146036;1042,554932
267,695406;1021,787109
267,245539;1001,207886
266,795442;980,503784
266,345575;959,99353
265,895517;939,174316
265,44565;918,967773
264,995477;898,221802
264,545267;877,99707
264,095667;857,271484
263,645609;837,07019
263,195703;816,635132
262,745264;796,630371
262,295778;776,174927
261,845529;756,149048
261,395624;735,87146
260,945261;715,880005
260,495432;695,672363
260,045717;675,776611
259,59585;655,709595
259,145372;635,763184
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
